,title,price,link
74,"HP Newest Pavilion 15.6"" HD Touchscreen Anti-Glare Laptop, 16GB RAM, 256GB SSD Storage, Intel Core Processor up to 4.1GHz, Up to 11 Hours Long Battery Life, Type-C, HDMI, Windows 11 Home, Silver  ",379.,https://amazon.in//HP-Pavilion-Touchscreen-Anti-Glare-Processor/dp/B0C4G3R4PZ/ref=sr_1_134?dib=eyJ2IjoiMSJ9.FXG5iTArkIKcRw-NEYiH9WtOevpR_RGJmj5Kn5jf8jFWx9IAR6amOYpY9D9sTH1UqWn3eflArC011GAD7NSMeo-_GD68BW5MXC2e0LGOG__4qR4e-jD5Kd_wun_UIoiM1m5YoCbJ0hdzSx-IB3AKuLEBHAQ_KQzl5hDuIaE5jIxz-HY37gTX-YN2FDqOdR9wk2gChsCIoKPVecv8mJyyNyo8Mh4JeWvoVuTH1Fsinx8.Y_CFG4ThSPNqte7Kwgraw4U6k0vGo-hE1cCtMyQDQtA&dib_tag=se&keywords=laptop&qid=1727585322&sr=8-134
75,"HP 14"" HD Stream Laptop Computer for Students and Business, Quad-Core Intel Celeron N Processor, 8GB RAM, 256GB Storage(128GB eMMC+128GB TP SD Card), 1 Year Office 365, HDMI,WiFi,USB-A&C, Win 11  ",223.,https://amazon.in//HP-Computer-Students-Quad-Core-Processor/dp/B0D6B1T8VL/ref=sr_1_135?dib=eyJ2IjoiMSJ9.FXG5iTArkIKcRw-NEYiH9WtOevpR_RGJmj5Kn5jf8jFWx9IAR6amOYpY9D9sTH1UqWn3eflArC011GAD7NSMeo-_GD68BW5MXC2e0LGOG__4qR4e-jD5Kd_wun_UIoiM1m5YoCbJ0hdzSx-IB3AKuLEBHAQ_KQzl5hDuIaE5jIxz-HY37gTX-YN2FDqOdR9wk2gChsCIoKPVecv8mJyyNyo8Mh4JeWvoVuTH1Fsinx8.Y_CFG4ThSPNqte7Kwgraw4U6k0vGo-hE1cCtMyQDQtA&dib_tag=se&keywords=laptop&qid=1727585322&sr=8-135
76,"Lenovo Newest 15.6"""" Laptop, 16GB RAM, 1TB SSD Storage, 15.6"""" FHD (1920 x 1080) Display, Ethernet Port, HDMI, USB-C, WiFi & Bluetooth, Intel Dual-core Processor, Windows 11 Home, Black  ",381.,https://amazon.in//Lenovo-Ethernet-Bluetooth-Dual-core-Processor/dp/B0D2QP5RCY/ref=sr_1_137?dib=eyJ2IjoiMSJ9.FXG5iTArkIKcRw-NEYiH9WtOevpR_RGJmj5Kn5jf8jFWx9IAR6amOYpY9D9sTH1UqWn3eflArC011GAD7NSMeo-_GD68BW5MXC2e0LGOG__4qR4e-jD5Kd_wun_UIoiM1m5YoCbJ0hdzSx-IB3AKuLEBHAQ_KQzl5hDuIaE5jIxz-HY37gTX-YN2FDqOdR9wk2gChsCIoKPVecv8mJyyNyo8Mh4JeWvoVuTH1Fsinx8.Y_CFG4ThSPNqte7Kwgraw4U6k0vGo-hE1cCtMyQDQtA&dib_tag=se&keywords=laptop&qid=1727585322&sr=8-137
77,"Lenovo IdeaPad Slim 3 - Everyday Laptop - Lightweight - Windows 11-15.6"" FHD - 8GB Memory - 256GB Storage - AMD Ryzen 5 7520U - Abyss Blue  ",485.,https://amazon.in//Lenovo-IdeaPad-Slim-Everyday-Lightweight/dp/B0C6BQ21D7/ref=sr_1_138?dib=eyJ2IjoiMSJ9.FXG5iTArkIKcRw-NEYiH9WtOevpR_RGJmj5Kn5jf8jFWx9IAR6amOYpY9D9sTH1UqWn3eflArC011GAD7NSMeo-_GD68BW5MXC2e0LGOG__4qR4e-jD5Kd_wun_UIoiM1m5YoCbJ0hdzSx-IB3AKuLEBHAQ_KQzl5hDuIaE5jIxz-HY37gTX-YN2FDqOdR9wk2gChsCIoKPVecv8mJyyNyo8Mh4JeWvoVuTH1Fsinx8.Y_CFG4ThSPNqte7Kwgraw4U6k0vGo-hE1cCtMyQDQtA&dib_tag=se&keywords=laptop&qid=1727585322&sr=8-138
78,"14 ""Purple Laptop Computer, Ultra-Light and Portable, Celeron N5105,DDR4 16GB RAM 512G SSD, FHD(1920 x 1080) IPS,Win 11 Pro PC, Convertible 180Â°,Perfect for Study/Travel Work/Office/Play (512G SSD)  ",368.,https://amazon.in//sspa/click?ie=UTF8&spc=MTo5MjM2NjEyMDQ0NTI0MjE6MTcyNzU4NTMyMjpzcF9tdGY6MzAwMzE2MzI4OTg1NjAyOjowOjo&url=%2FSvikou-Ultra-Thin-Portable-N5105-Conversion%2Fdp%2FB0CMXFL53B%2Fref%3Dsr_1_139_sspa%3Fdib%3DeyJ2IjoiMSJ9.FXG5iTArkIKcRw-NEYiH9WtOevpR_RGJmj5Kn5jf8jFWx9IAR6amOYpY9D9sTH1UqWn3eflArC011GAD7NSMeo-_GD68BW5MXC2e0LGOG__4qR4e-jD5Kd_wun_UIoiM1m5YoCbJ0hdzSx-IB3AKuLEBHAQ_KQzl5hDuIaE5jIxz-HY37gTX-YN2FDqOdR9wk2gChsCIoKPVecv8mJyyNyo8Mh4JeWvoVuTH1Fsinx8.Y_CFG4ThSPNqte7Kwgraw4U6k0vGo-hE1cCtMyQDQtA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1727585322%26sr%3D8-139-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
79,"16"" Blue Laptop,Ultra-narrow bezels 2.5K QFH(2560x1600) IPS,Celeron N5095,16G RAM 256G SSD, Color Backlit KB,Fingerprint,Type-C/HDMI/WiFi/HDD Expand,Win 11 PC for Business Study (Blue,256G SSD)  ",389.,https://amazon.in//sspa/click?ie=UTF8&spc=MTo5MjM2NjEyMDQ0NTI0MjE6MTcyNzU4NTMyMjpzcF9tdGY6MzAwMzc4MDUzOTM5NTAyOjowOjo&url=%2FRumtuk-Ultra-narrow-2560x1600-Fingerprint-Business%2Fdp%2FB0D7ZKKCMT%2Fref%3Dsr_1_140_sspa%3Fdib%3DeyJ2IjoiMSJ9.FXG5iTArkIKcRw-NEYiH9WtOevpR_RGJmj5Kn5jf8jFWx9IAR6amOYpY9D9sTH1UqWn3eflArC011GAD7NSMeo-_GD68BW5MXC2e0LGOG__4qR4e-jD5Kd_wun_UIoiM1m5YoCbJ0hdzSx-IB3AKuLEBHAQ_KQzl5hDuIaE5jIxz-HY37gTX-YN2FDqOdR9wk2gChsCIoKPVecv8mJyyNyo8Mh4JeWvoVuTH1Fsinx8.Y_CFG4ThSPNqte7Kwgraw4U6k0vGo-hE1cCtMyQDQtA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1727585322%26sr%3D8-140-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
80,"SGIN Laptop 17.3 Inch, 4GB RAM 128GB SSD Laptops Computer with Celeron Quad Core J4105 Processor, 1920 * 1080 IPS FHD Display, 5G/2.4G WiFi, 2*USB 3.2, Type-C, 8000mAh Battery  ",229.,https://amazon.in//SGIN-Laptops-Computer-Celeron-Processor/dp/B0D2VLMHSK/ref=sr_1_141?dib=eyJ2IjoiMSJ9.FXG5iTArkIKcRw-NEYiH9WtOevpR_RGJmj5Kn5jf8jFWx9IAR6amOYpY9D9sTH1UqWn3eflArC011GAD7NSMeo-_GD68BW5MXC2e0LGOG__4qR4e-jD5Kd_wun_UIoiM1m5YoCbJ0hdzSx-IB3AKuLEBHAQ_KQzl5hDuIaE5jIxz-HY37gTX-YN2FDqOdR9wk2gChsCIoKPVecv8mJyyNyo8Mh4JeWvoVuTH1Fsinx8.Y_CFG4ThSPNqte7Kwgraw4U6k0vGo-hE1cCtMyQDQtA&dib_tag=se&keywords=laptop&qid=1727585322&sr=8-141
81,"HP Chromebook Thin Laptop Student Business 2024, 14"" HD Display, Quad-Core Intel Celeron N4120 Processor, 4GB RAM, 64GB eMMC, HD Webcam, WiFi, Long Battery, Chrome OS +HubxcelAccessory Gray  ",206.,https://amazon.in//HP-Chromebook-2024-14-HubxcelAccessory/dp/B0CVJ8VFHL/ref=sr_1_142?dib=eyJ2IjoiMSJ9.FXG5iTArkIKcRw-NEYiH9WtOevpR_RGJmj5Kn5jf8jFWx9IAR6amOYpY9D9sTH1UqWn3eflArC011GAD7NSMeo-_GD68BW5MXC2e0LGOG__4qR4e-jD5Kd_wun_UIoiM1m5YoCbJ0hdzSx-IB3AKuLEBHAQ_KQzl5hDuIaE5jIxz-HY37gTX-YN2FDqOdR9wk2gChsCIoKPVecv8mJyyNyo8Mh4JeWvoVuTH1Fsinx8.Y_CFG4ThSPNqte7Kwgraw4U6k0vGo-hE1cCtMyQDQtA&dib_tag=se&keywords=laptop&qid=1727585322&sr=8-142
82,"Acer Aspire 5 15 Slim Laptop | 15.6"" FHD 1920x1080 IPS Touch | Intel Core i5-13420H | Intel UHD Graphics | 16GB LPDDR5 | 512GB Gen 4 SSD | Wi-Fi 6 | Backlit KB | Protective Sleeve| A515-58PT-50UJ  ",449.,https://amazon.in//1920x1080-i5-13420H-Graphics-Protective-A515-58PT-50UJ/dp/B0CV62R75W/ref=sr_1_20?dib=eyJ2IjoiMSJ9.BJj3Gip3fkpO1xh1vcDoNu-k0__0ALWwezBoPyugPX81lrRfSxNgyowhhgQ6eu_AK7V-zVyY41-L4Gx48cDa9hTN85orhWGbtQc5m_5i1fZFmtjLJA3zDNyjX4vH5uVuxh6GzS92P6D2hrNz5Hz-8bVJ0TMxO-bhcnrQLrb1ZjjNKwGxgcVTYdxT5mGb2PKCzV4UXfBLnbL8Iu09iRgCr0gmGfdw1TmWiM9-CoVP8-w.Kb0aBFtBnz-mLulv7dSG5CmLsdGurSH9smf2kXD453Y&dib_tag=se&keywords=laptop&qid=1727585300&sr=8-20
83,"Lenovo IdeaPad 1 Laptop, 14"" HD Screen, Intel Celeron N4020, 4GB RAM, 128GB eMMC, Webcam, Wi-Fi 6, Windwos 11 Home, Grey  ",169.,https://amazon.in//Lenovo-IdeaPad-Laptop-Celeron-Windwos/dp/B0CQ3XM3QN/ref=sr_1_143?dib=eyJ2IjoiMSJ9.FXG5iTArkIKcRw-NEYiH9WtOevpR_RGJmj5Kn5jf8jFWx9IAR6amOYpY9D9sTH1UqWn3eflArC011GAD7NSMeo-_GD68BW5MXC2e0LGOG__4qR4e-jD5Kd_wun_UIoiM1m5YoCbJ0hdzSx-IB3AKuLEBHAQ_KQzl5hDuIaE5jIxz-HY37gTX-YN2FDqOdR9wk2gChsCIoKPVecv8mJyyNyo8Mh4JeWvoVuTH1Fsinx8.Y_CFG4ThSPNqte7Kwgraw4U6k0vGo-hE1cCtMyQDQtA&dib_tag=se&keywords=laptop&qid=1727585322&sr=8-143
84,"Lenovo Newest 15.6"" Laptop, Intel Pentium 4-core Processor, 15.6"" FHD Anti-Glare Display, Ethernet Port, HDMI, USB-C, WiFi & Bluetooth, Webcam (Windows 11 Home, 40GB RAM | 1TB SSD)  ",416.,https://amazon.in//Lenovo-Processor-Anti-Glare-Ethernet-Bluetooth/dp/B0CT43PMGV/ref=sr_1_144?dib=eyJ2IjoiMSJ9.FXG5iTArkIKcRw-NEYiH9WtOevpR_RGJmj5Kn5jf8jFWx9IAR6amOYpY9D9sTH1UqWn3eflArC011GAD7NSMeo-_GD68BW5MXC2e0LGOG__4qR4e-jD5Kd_wun_UIoiM1m5YoCbJ0hdzSx-IB3AKuLEBHAQ_KQzl5hDuIaE5jIxz-HY37gTX-YN2FDqOdR9wk2gChsCIoKPVecv8mJyyNyo8Mh4JeWvoVuTH1Fsinx8.Y_CFG4ThSPNqte7Kwgraw4U6k0vGo-hE1cCtMyQDQtA&dib_tag=se&keywords=laptop&qid=1727585322&sr=8-144
85,"SGIN Laptop 4GB DDR4 RAM 128GB SSD, 15.6 Inch Laptops, Celeron Quad Core Processor, UHD Graphics 600, WiFi, Bluetooth 4.2, USB3.0, Mini HDMI, (Silver)  ",159.,https://amazon.in//SGIN-Laptops-Processor-Graphics-Bluetooth/dp/B0D84FCVWV/ref=sr_1_147?dib=eyJ2IjoiMSJ9.FXG5iTArkIKcRw-NEYiH9WtOevpR_RGJmj5Kn5jf8jFWx9IAR6amOYpY9D9sTH1UqWn3eflArC011GAD7NSMeo-_GD68BW5MXC2e0LGOG__4qR4e-jD5Kd_wun_UIoiM1m5YoCbJ0hdzSx-IB3AKuLEBHAQ_KQzl5hDuIaE5jIxz-HY37gTX-YN2FDqOdR9wk2gChsCIoKPVecv8mJyyNyo8Mh4JeWvoVuTH1Fsinx8.Y_CFG4ThSPNqte7Kwgraw4U6k0vGo-hE1cCtMyQDQtA&dib_tag=se&keywords=laptop&qid=1727585322&sr=8-147
86,"Dell Latitude 5550 15 Business AI Laptop, 15.6"" FHD Computer, Intel Ultra 7 155U (Beat i7-1355U), 32GB DDR5 RAM, 1TB PCIe SSD, WiFi 6, Backlit Keyboard, Fingerprint Reader, Windows 11 Pro  ","1,177.",https://amazon.in//Dell-Latitude-5550-Business-Fingerprint/dp/B0CS6JH91H/ref=sr_1_148?dib=eyJ2IjoiMSJ9.FXG5iTArkIKcRw-NEYiH9WtOevpR_RGJmj5Kn5jf8jFWx9IAR6amOYpY9D9sTH1UqWn3eflArC011GAD7NSMeo-_GD68BW5MXC2e0LGOG__4qR4e-jD5Kd_wun_UIoiM1m5YoCbJ0hdzSx-IB3AKuLEBHAQ_KQzl5hDuIaE5jIxz-HY37gTX-YN2FDqOdR9wk2gChsCIoKPVecv8mJyyNyo8Mh4JeWvoVuTH1Fsinx8.Y_CFG4ThSPNqte7Kwgraw4U6k0vGo-hE1cCtMyQDQtA&dib_tag=se&keywords=laptop&qid=1727585322&sr=8-148
87,"Laptop Computer 16 inch, Windows 11, 12th-gen N95, Quad Core, Up to 3.4GHz, 16GB DDR5 RAM, 1TB PCIe NVME SSD, 16"" FHD IPS 1920x1200, 2.0MP, 2.4G+5G WiFi, BT 5.0, HDMI, RJ45, Type C, Gray  ",399.,https://amazon.in//sspa/click?ie=UTF8&spc=MTo5MjM2NjEyMDQ0NTI0MjE6MTcyNzU4NTMyMjpzcF9idGY6MzAwNDMwNTYzMzA3NTAyOjowOjo&url=%2FZuleisy-Computer-Windows-12th-gen-1920x1200%2Fdp%2FB0DDT5V2PF%2Fref%3Dsr_1_149_sspa%3Fdib%3DeyJ2IjoiMSJ9.FXG5iTArkIKcRw-NEYiH9WtOevpR_RGJmj5Kn5jf8jFWx9IAR6amOYpY9D9sTH1UqWn3eflArC011GAD7NSMeo-_GD68BW5MXC2e0LGOG__4qR4e-jD5Kd_wun_UIoiM1m5YoCbJ0hdzSx-IB3AKuLEBHAQ_KQzl5hDuIaE5jIxz-HY37gTX-YN2FDqOdR9wk2gChsCIoKPVecv8mJyyNyo8Mh4JeWvoVuTH1Fsinx8.Y_CFG4ThSPNqte7Kwgraw4U6k0vGo-hE1cCtMyQDQtA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1727585322%26sr%3D8-149-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
88,N15 Plus Laptop 15.6 Inch FHD IPS Screen Intel N100 Up to 3.4GHz 16GB DDR4 1TB SSD 11600MAh Long Battery Life Type-C Charging WiFi 6 Windows 11 with Backlit Keyboard Fingerprint Unlock  ,499.,https://amazon.in//sspa/click?ie=UTF8&spc=MTo5MjM2NjEyMDQ0NTI0MjE6MTcyNzU4NTMyMjpzcF9idGY6MzAwMjk0NzY2NTg0NTAyOjowOjo&url=%2FNinkear-N15-11600MAh-Charging-Fingerprint%2Fdp%2FB0D6R8C6F8%2Fref%3Dsr_1_150_sspa%3Fdib%3DeyJ2IjoiMSJ9.FXG5iTArkIKcRw-NEYiH9WtOevpR_RGJmj5Kn5jf8jFWx9IAR6amOYpY9D9sTH1UqWn3eflArC011GAD7NSMeo-_GD68BW5MXC2e0LGOG__4qR4e-jD5Kd_wun_UIoiM1m5YoCbJ0hdzSx-IB3AKuLEBHAQ_KQzl5hDuIaE5jIxz-HY37gTX-YN2FDqOdR9wk2gChsCIoKPVecv8mJyyNyo8Mh4JeWvoVuTH1Fsinx8.Y_CFG4ThSPNqte7Kwgraw4U6k0vGo-hE1cCtMyQDQtA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1727585322%26sr%3D8-150-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
89,"FX991 M.2 SSD 2TB NVMe SSD M2 2280 PCIe Gen 4x4, Read Up to 7300MB/s, Internal Solid State Drive for PS5 Laptop Desktop 3D QLC NAND  ",129.,https://amazon.in//sspa/click?ie=UTF8&spc=MTo2NTY2NzU4MTE2NjcxNTM4OjE3Mjc1ODUzMjU6c3BfYXRmX25leHQ6MzAwMzkyMDExNTQ4MjAyOjowOjo&url=%2FFikwot-FX991-7300MB-Internal-Desktop%2Fdp%2FB0D4YJVCK1%2Fref%3Dsr_1_145_sspa%3Fdib%3DeyJ2IjoiMSJ9.D21N1vU-sFvi8KuIQa7Zq056sUoTGBgU_z96oDdpYYlWNyP5KxpEKs_VYy1rnvhYFgScduooxYzHp02BtGnOEZlhWIwel0QaXPqOp5Wo-MSQAFtDbJAUBUMH4QXdDUfqcGh7glI_S8MHSu0eRJn7wEro6F7OqCafAIOSjffEbMiEYYmBwm_xS66CKSMr_8hUWz1hCXXfCbQanSn3P2d8lIjE-6_b0kUrESSwswMSIcg.iYIAerxiSyWo8Ub0cqC2_PAbszlw7CPx7-bSQ_WygEM%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1727585325%26sr%3D8-145-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
90,"65W USB C Fast Charger Block,GaN PPS Compact Wall Charger for Laptops,Tablets & Phones(MacBook Pro/Air,iPad,iPhone 16/Pro,Galaxy and More) PD Adapter with 6.6ft USB-C to USB-C Cable,White  ",29.,https://amazon.in//sspa/click?ie=UTF8&spc=MTo2NTY2NzU4MTE2NjcxNTM4OjE3Mjc1ODUzMjU6c3BfYXRmX25leHQ6MzAwMjYzOTQzODMzMDAyOjowOjo&url=%2FUNIVEGET-Charger-Compact-Laptops-Tablets%2Fdp%2FB0D3D464RC%2Fref%3Dsr_1_146_sspa%3Fdib%3DeyJ2IjoiMSJ9.D21N1vU-sFvi8KuIQa7Zq056sUoTGBgU_z96oDdpYYlWNyP5KxpEKs_VYy1rnvhYFgScduooxYzHp02BtGnOEZlhWIwel0QaXPqOp5Wo-MSQAFtDbJAUBUMH4QXdDUfqcGh7glI_S8MHSu0eRJn7wEro6F7OqCafAIOSjffEbMiEYYmBwm_xS66CKSMr_8hUWz1hCXXfCbQanSn3P2d8lIjE-6_b0kUrESSwswMSIcg.iYIAerxiSyWo8Ub0cqC2_PAbszlw7CPx7-bSQ_WygEM%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1727585325%26sr%3D8-146-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
91,"Laptop, 17.3 Inch Laptops Computer, 4GB DDR3 128GB SSD Notebook with Celeron i3-5005U CPU(up to 2.0 GHz), Expandable 1TB, 8000mAh, Webcam, Mini HDMI, USB3.2 * 2, Type-C(Slim)  ",239.,https://amazon.in//Naclud-Computer-Notebook-i3-5005U-Expandable/dp/B0DDLD2483/ref=sr_1_3?dib=eyJ2IjoiMSJ9.BJj3Gip3fkpO1xh1vcDoNu-k0__0ALWwezBoPyugPX81lrRfSxNgyowhhgQ6eu_AK7V-zVyY41-L4Gx48cDa9hTN85orhWGbtQc5m_5i1fZFmtjLJA3zDNyjX4vH5uVuxh6GzS92P6D2hrNz5Hz-8bVJ0TMxO-bhcnrQLrb1ZjjNKwGxgcVTYdxT5mGb2PKCzV4UXfBLnbL8Iu09iRgCr0gmGfdw1TmWiM9-CoVP8-w.Kb0aBFtBnz-mLulv7dSG5CmLsdGurSH9smf2kXD453Y&dib_tag=se&keywords=laptop&qid=1727585300&sr=8-3
92,"HP Stream 14"" HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 288GB Storage (128GB eMMC + 160GB Docking Station Set), Intel UHD Graphics, 720p Webcam, Wi-Fi, 1 Year Office 365, Win 11 S, Silver  ",309.,https://amazon.in//HP-Stream-BrightView-N4120-Graphics/dp/B0CZKPF2QH/ref=sr_1_21?dib=eyJ2IjoiMSJ9.BJj3Gip3fkpO1xh1vcDoNu-k0__0ALWwezBoPyugPX81lrRfSxNgyowhhgQ6eu_AK7V-zVyY41-L4Gx48cDa9hTN85orhWGbtQc5m_5i1fZFmtjLJA3zDNyjX4vH5uVuxh6GzS92P6D2hrNz5Hz-8bVJ0TMxO-bhcnrQLrb1ZjjNKwGxgcVTYdxT5mGb2PKCzV4UXfBLnbL8Iu09iRgCr0gmGfdw1TmWiM9-CoVP8-w.Kb0aBFtBnz-mLulv7dSG5CmLsdGurSH9smf2kXD453Y&dib_tag=se&keywords=laptop&qid=1727585300&sr=8-21
93,"Laptop Computer, 14 inch FHD IPS Display Laptop, 8GB RAM 256GB SSD, N4000 Processor, 11 Pro Ulrta Slim Laptop for School, Support WiFi 5, BT 5.1, Webcam, Long Lasting Battery, Black  ",198.,https://amazon.in//INHONLAP-Computer-Display-Processor-Support/dp/B0D2T45CLG/ref=sr_1_147?dib=eyJ2IjoiMSJ9.D21N1vU-sFvi8KuIQa7Zq056sUoTGBgU_z96oDdpYYlWNyP5KxpEKs_VYy1rnvhYFgScduooxYzHp02BtGnOEZlhWIwel0QaXPqOp5Wo-MSQAFtDbJAUBUMH4QXdDUfqcGh7glI_S8MHSu0eRJn7wEro6F7OqCafAIOSjffEbMiEYYmBwm_xS66CKSMr_8hUWz1hCXXfCbQanSn3P2d8lIjE-6_b0kUrESSwswMSIcg.iYIAerxiSyWo8Ub0cqC2_PAbszlw7CPx7-bSQ_WygEM&dib_tag=se&keywords=laptop&qid=1727585325&sr=8-147
94,"HP Pavilion x360 14 inch Laptop, FHD Touchscreen, 13th Generation Intel Core i3-1315U, 8 GB RAM, 256 GB SSD, Intel UHD Graphics, Windows 11 Home, 14-ek1099nr (2024)  ",499.,https://amazon.in//HP-Pavilion-Touchscreen-Generation-14-ek1099nr/dp/B0CYJB1LFP/ref=sr_1_148?dib=eyJ2IjoiMSJ9.D21N1vU-sFvi8KuIQa7Zq056sUoTGBgU_z96oDdpYYlWNyP5KxpEKs_VYy1rnvhYFgScduooxYzHp02BtGnOEZlhWIwel0QaXPqOp5Wo-MSQAFtDbJAUBUMH4QXdDUfqcGh7glI_S8MHSu0eRJn7wEro6F7OqCafAIOSjffEbMiEYYmBwm_xS66CKSMr_8hUWz1hCXXfCbQanSn3P2d8lIjE-6_b0kUrESSwswMSIcg.iYIAerxiSyWo8Ub0cqC2_PAbszlw7CPx7-bSQ_WygEM&dib_tag=se&keywords=laptop&qid=1727585325&sr=8-148
95,"Acer Chromebook 516 GE Cloud Gaming Laptop | 16.0"" WQXGA 2560x1600 100% sRGB 120Hz IPS | Intel Core i5-1240P | 16GB LPDDR4X | 256GB Gen 4 SSD | Wi-Fi 6E | RGB Backlit KB | Chrome OS | CBG516-1H-53TD  ",581.,https://amazon.in//Chromebook-2560x1600-i5-1240P-LPDDR4X-CBG516-1H-53TD/dp/B0CV61RWHF/ref=sr_1_149?dib=eyJ2IjoiMSJ9.D21N1vU-sFvi8KuIQa7Zq056sUoTGBgU_z96oDdpYYlWNyP5KxpEKs_VYy1rnvhYFgScduooxYzHp02BtGnOEZlhWIwel0QaXPqOp5Wo-MSQAFtDbJAUBUMH4QXdDUfqcGh7glI_S8MHSu0eRJn7wEro6F7OqCafAIOSjffEbMiEYYmBwm_xS66CKSMr_8hUWz1hCXXfCbQanSn3P2d8lIjE-6_b0kUrESSwswMSIcg.iYIAerxiSyWo8Ub0cqC2_PAbszlw7CPx7-bSQ_WygEM&dib_tag=se&keywords=laptop&qid=1727585325&sr=8-149
96,"HP 17.3"" FHD Business Laptop, 12th Gen Intel Core i3-1215U, 32GB RAM, 1TB SSD, Wi-Fi, Long Battery Life, Webcam, Numpad, Windows 11 Home, GM Accessories  ",589.,https://amazon.in//HP-Business-i3-1215U-Battery-Accessories/dp/B0DB5PXXVK/ref=sr_1_150?dib=eyJ2IjoiMSJ9.D21N1vU-sFvi8KuIQa7Zq056sUoTGBgU_z96oDdpYYlWNyP5KxpEKs_VYy1rnvhYFgScduooxYzHp02BtGnOEZlhWIwel0QaXPqOp5Wo-MSQAFtDbJAUBUMH4QXdDUfqcGh7glI_S8MHSu0eRJn7wEro6F7OqCafAIOSjffEbMiEYYmBwm_xS66CKSMr_8hUWz1hCXXfCbQanSn3P2d8lIjE-6_b0kUrESSwswMSIcg.iYIAerxiSyWo8Ub0cqC2_PAbszlw7CPx7-bSQ_WygEM&dib_tag=se&keywords=laptop&qid=1727585325&sr=8-150
97,"HP 15.6 Full HD Laptop, AMD Ryzen 5 7520U, 16GB RAM, 256GB SSD, Windows 11 Home, Natural Silver  ",399.,https://amazon.in//HP-Laptop-Windows-Natural-Silver/dp/B0CZCTTPBN/ref=sr_1_151?dib=eyJ2IjoiMSJ9.D21N1vU-sFvi8KuIQa7Zq056sUoTGBgU_z96oDdpYYlWNyP5KxpEKs_VYy1rnvhYFgScduooxYzHp02BtGnOEZlhWIwel0QaXPqOp5Wo-MSQAFtDbJAUBUMH4QXdDUfqcGh7glI_S8MHSu0eRJn7wEro6F7OqCafAIOSjffEbMiEYYmBwm_xS66CKSMr_8hUWz1hCXXfCbQanSn3P2d8lIjE-6_b0kUrESSwswMSIcg.iYIAerxiSyWo8Ub0cqC2_PAbszlw7CPx7-bSQ_WygEM&dib_tag=se&keywords=laptop&qid=1727585325&sr=8-151
98,"Laptop, 15.6 Inch laptops, 8GB DDR4 256GB SSD Laptops with Celeron Quad Core Processor (up to 2.5 GHz), 7000 mAh, Webcam, Mini HDMI, Type-C, 2.4/5.0G WiFi(Slim)  ",209.,https://amazon.in//Naclud-laptops-Laptops-Celeron-Processor/dp/B0D87SSR67/ref=sr_1_152?dib=eyJ2IjoiMSJ9.D21N1vU-sFvi8KuIQa7Zq056sUoTGBgU_z96oDdpYYlWNyP5KxpEKs_VYy1rnvhYFgScduooxYzHp02BtGnOEZlhWIwel0QaXPqOp5Wo-MSQAFtDbJAUBUMH4QXdDUfqcGh7glI_S8MHSu0eRJn7wEro6F7OqCafAIOSjffEbMiEYYmBwm_xS66CKSMr_8hUWz1hCXXfCbQanSn3P2d8lIjE-6_b0kUrESSwswMSIcg.iYIAerxiSyWo8Ub0cqC2_PAbszlw7CPx7-bSQ_WygEM&dib_tag=se&keywords=laptop&qid=1727585325&sr=8-152
99,"HP Premium Stream 14"" HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 64GB eMMC Storage, UHD Graphics, HD Webcam, 1 Year Office 365, Bluetooth, WiFi, HDMI, Win 11s, Gold, 32GB Hotface USB Card  ",289.,https://amazon.in//HP-Stream-BrightView-Graphics-Bluetooth/dp/B0CJP92VWG/ref=sr_1_153?dib=eyJ2IjoiMSJ9.D21N1vU-sFvi8KuIQa7Zq056sUoTGBgU_z96oDdpYYlWNyP5KxpEKs_VYy1rnvhYFgScduooxYzHp02BtGnOEZlhWIwel0QaXPqOp5Wo-MSQAFtDbJAUBUMH4QXdDUfqcGh7glI_S8MHSu0eRJn7wEro6F7OqCafAIOSjffEbMiEYYmBwm_xS66CKSMr_8hUWz1hCXXfCbQanSn3P2d8lIjE-6_b0kUrESSwswMSIcg.iYIAerxiSyWo8Ub0cqC2_PAbszlw7CPx7-bSQ_WygEM&dib_tag=se&keywords=laptop&qid=1727585325&sr=8-153
